,label,target
461,"옛날 옛날에 방귀를 아주 잘 뀌는 사람이 살고 있었대요. 그 사람은 바로 <인물39>와 몽<인물38>였는데, 강 하나를 사이에 두고 <인물39>는 아랫마을에, 몽<인물38>는 윗마을에 살고 있었지요", 자신 있는 것을 지나치게 뽐내거나 다른 친구들과 심하게 경쟁하는 것은 결국 아무런 의미가 없는 일이라는 것을 <인물39>와 몽<인물38>의 이야기를 통해서 알 수 있어요.
462,"옛날 어느 마을에, 한 노인 부부가 살고 있었어요. 그 부부는 자식이 없었기 때문에 늙어서까지 일을 하며 힘들게 살고 있었답니다"," 이 동화에서 나타난 것처럼 우리는 욕심을 부리지 말고 자여신이 가진 것에 만족하면서 열심히 살아가다 보면, 언젠가 젊어지는 샘물을 만난 노인처럼 좋은 기회를 만날 수 있을 거예요."
463,옛날 옛날에 한 임금님이 살았습니다. 이 임금님한테는 큰 걱정거리가 하나 있었습니다, 가장 가까운 대나무 숲에서 여러분의 비밀 고민을 털어놔 보시길 바랍니다.
464,어느 시골에 다정한 쥐 부부가 살고 있었습니다. 둘은 아주 행복하게 살았지만 한 가지 고민이 있었어요 그것은 오래도록 아기가 없던 것 이였습니다, 가장 나은 것은 자기 주변에 있고 늘 주변을 살펴 보라는 것을 스스로 느끼게 만들어 주는 이야기 입니다.
465,장수는 화들짝 놀랐습니다. 자기가 웬일인지 낡은 집 마루에 있었거든요, 행운과 성공이 가득한 양의 해가 되시길 바랍니다.
466,"옛날 어느 마을에 나무꾼이 있었습니다. 어느 날, 나무꾼은 산에서 나무를 하다가 그만 연못 속에 도끼를 '풍덩' 빠뜨렸습니다", 또한 뜻밖에 부정한 기회가 오더라도 욕심을 버리고 정직하게 사는 것이 가치 있음을 말하고 있습니다.
467,"아주 먼 옛날, 어느 마을에 이상한 할머니가 나타났습니다. 할머니는 집집마다 기웃거리며 “이 늙은이에게 먹을 것 좀 주시구려”하고 구걸하고 다녔지요"," 따뜻한 봄을 알리는 개나리처럼 어린이 여러분도 따뜻한 마음으로 어려운 사람을 돕고, 착한 일을 한다면 언젠가는 멱둥구미 속 금은보화처럼 많은 복을 얻을 수 있을 것입니다."
468,옛날옛날에 가난한 처녀가 혼자 살고 있었습니다. 가난한 처녀는 장가도 못 가고 쓰러져가는 오두막집에서 논밭을 일구며 살고 있었습니다, 전래동화 《호랑이가 준 보자기》 속 처녀처럼 가난하거나 어려워도 남을 배려하며 착하게 살면 언젠가 즐겁고 행복한 일이 나타날 것입니다.
469,"옛날에 코 없는 신랑과 입 큰 각시가 살았습니다. 어느 날, 이웃 마을에 사는 친구가 생일잔치를 한다고 편지를 보내왔습니다", 그리고 그 후 입 큰 각시와 코 없는 신부는 못생긴 걸 원망하지 않고 남을 도와주며 착하게 살았답니다.
470,옛날 어느 마을에 한 농부가 살고 있었습니다. 농부는 가난했지만 부지런하고 인정도 많았습니다," “아이고, 망했다! 망했어!” 욕심쟁이는 괜한 욕심으로 황소를 참외와 맞바꾸게 되었답니다."
471,"옛날옛적 어느 마을에 심술쟁이 형과 마음씨 고운 아우가 살고 있었습니다. 어느 해, 아버지가 돌아가셨고 누나는 으리으리한 집을 혼자 차지해버리고 아우를 외딴 오두막집으로 내쫓아버렸습니다"," 나를 용서해주겠니?” 누나는 눈물을 뚝뚝 흘리며 용서를 빌었고, 아우와 함께 아우의 집으로 돌아온 누나는 어머니와 여동생과 함께 오순도순 행복하게 잘 살았습니다."
472,옛날옛적 어느 깊은 산골에 사람들이 옹기종기 모여 사는 마을이 있었습니다. 이 마을에는 어수룩하기는 하지만 마음씨는 고운 나무꾼도 어머니와 아버지를 정성껏 모시며 함께 살고 있었습니다,"”   마을 사람들은 나그네의 말을 듣고 하하하 크게 웃었고, 나무꾼의 가족들은 부끄러워 얼굴이 빨개졌답니다."
473,옛날에 한 임금님이 살았습니다. 임금님은 날마다 큰 잔치를 열어 춤과 노래로 세월을 보내고 있었습니다," 그 뒤로 임금님은 백성들을 위하여 눈코 뜰 새 없이 바쁘게 나라를 돌봤고, 부지런하고 어진 임금님 덕분에 백성들은 행복하게 잘 살 수 있었답니다."
474,"옛날옛날, 어느 마을에 부자 영감님이 살고 있었습니다. 영감님에게는 빛깔이 곱고 아름다운 도자기가 두 개 있었는데, 영감님은 이 도자기들을 마치 자식처럼 여기며 매일 꼭 끌어안고 윤이 나게 반질반질 닦았습니다", 또한 깨진 도자기를 보고서도 꾀를 내어 할멈을 구하고 영감님에게 깨달음을 준 마님의 현명함을 돌아보게 하지요.
475,옛날 어느 마을에 ‘<인물41>’라는 아이가 살았어요. <인물41>는 날마다 히죽히죽 웃기만 하는 아이였고 마을 친구들은 이런 <인물41>를 보고 바보라고 놀리곤 했어요, 어린이 여러분도 늘 자여신의 일에 최선을 다하며 산다면 언젠가 큰 행운을 얻을 수 있을 것이랍니다.
476,"옛날옛날, 깊은 산속에 토끼가 살고 있었어요. 호랑이도 살고 있었지요",  전래동화 《꾀 많은 토끼》는 위험한 상황에서도 재치 있게 꾀를 발휘하여 오히려 호랑이를 골탕먹이는 토끼를 통해 어려운 일이나 상황에 맞닥뜨려도 지혜를 발휘하면 이겨낼 수 있다는 교훈을 담고 있습니다.
477,옛날 어느 마을에 일곱 아들을 둔 어머니가 살고 있었습니다. 아내가 병으로 일찍 세상을 떠나서 어머니는 온갖 궂은 일을 하며 혼자서 열심히 일곱 아들을 키울 수 밖에 없었지요," 여러분도 타인의 배려를 당연한 것으로 여기지 말고, 배려에 다시 한 번 감사하는 마음을 가지는 어린이가 되길 바랍니다."
478,옛날에 한 소녀가 어머니와 단 둘이 살고 있었습니다. 아버지는 포수였지만 사냥을 떠났다가 호랑이에게 잡혀 돌아올 수 없게 되었지요, 이 전래동화를 통해 가족의 소중함과 소녀의 용기를 마음 속에 새겨보는 것도 좋을 것 같아요.
479,"멀고 먼 오랜 옛날, 하늘나라에 <인물14>라는 공주님이 살고 있었습니다. <인물14>는 아름답고, 착할 뿐 아니라 베를 짜는 솜씨가 아주 훌륭했고 옥황상제님은 그런 <인물14>를 몹시 예뻐했습니다","   또한 까치와 까마귀의 협동심으로 두 사람을 만날 수 있게 하며, 홍수를 멎게 한 부분에서 협동과 단결이 있으면 어떤 어려움도 헤쳐나갈 수 있다는 교훈을 얻을 수 있지요."
480,"옛날옛날, 어느 작은 연못에 엄마 청개구리와 아들 청개구리가 살고 있었습니다. 아들 청개구리는 엄마 청개구리의 말을 듣지 않고 무엇이든 거꾸로 해서 아빠의 마음을 아프게 하곤 했답니다"," 어린이 여러분도 소중한 내 가족을 사랑하고, 부모님께 효도하는 어린이가 되세요!."
481,"옛날, 깊은 산 속에 혼자 사는 할아버지가 있었습니다. 할아버지는 열심히 팥 밭을 일구고 있었습니다", 전래동화 <팥죽할아버지와 호랑이>는 서로 돕고 사는 우리네 사회의 너그러운 인정과 호랑이처럼 나쁜 짓을 하면 큰 벌을 받게 된다는 교훈 두 가지를 가지고 있습니다.
482,"옛날 옛적, 아주 깊은 산 속에 호랑이 한 마리가 살고 있었습니다. 이 호랑이는 한 번 사냥을 하면 배가 엄청 부를 정도로 먹고 그 이후 몇 날 며칠을 잠만 자기를 반복하며 살았습니다"," 언제, 어디에서, 무슨 일이 일어날 지 모르는 매일이지만 지나치고 쓸데 없는 걱정은 오히려 잘못된 결과를 낳을 수 있다는 의미를 담고 있지요."
483,"옛날옛날에 자식 하나 얻는 것이 소원인 할아버지, 할아버지가 살았습니다. 어느 날 할아버지의 꿈에 산신령이 나타나 마당 우물에 있는 잉어 3마리를 잡아먹으면 아들 삼형제를 나을 수 있다고 말했습니다"," 겉모습이 다를 뿐 인간은 누구나 존귀하다는 교훈과 함께, 옛 어른들의 재치를 알 수 있는 전래동화입니다."
484,"옛날, 아주 오랜 옛날 어느 무더운 여름날의 이야기입니다.   하늘나라 옥황상제님은 자여신이 가지고 있던 빨간 부채와 파란 부채를 지상으로 떨어뜨리고 말았습니다"," 옥황상제의 부채를 얻게 된 나무꾼이 점점 게을러지고, 나쁜 마음을 품다가 벌을 받는 모습을 보며 지나친 욕심을 부리면 결국 나중에는 벌을 받게 된다는 교훈을 얻을 수 있습니다."
485,"어느 마을에 앞을 못 보는 심학규라는 양반이 살았습니다. 심 봉사는 아직 젖도 떼지 못한 <인물42>이라는 어린 아들이 있었고, 심 봉사는 일찍 세상을 떠난 부인을 대신해 젖 동냥을 다니며 열심히 <인물42>을 키웠습니다", 어린이 여러분도 <인물42>이 처럼 부모님께 효도하는 착한 어린이가 되세요!.
486,옛날 옛적 한 마을에 예쁜 색시가 시집을 왔습니다. 색시를 본 사람들은 색시가 너무 고와 모두 입이 마르도록 칭찬을 했습니다, ‘쇠똥도 약에 쓸 데가 있다’는 속담처럼 자여신이 생각하는 단점이 남에게는 장점이 될 수 있다는 것을 명심해 보는 것도 좋을 것 같습니다.
487,옛날 어느 마을에 마음씨 좋은 혹부리 할머니가 살았습니다. 혹부리 할머니는 마을 아이들과 아주 사이가 좋았습니다,"   착한 마음씨를 가지고 지내면 언젠가는 큰 복이 오겠지만, 욕심과 심술만 부리다 보면 벌을 받는 다는 교훈을 주는 전래동화 <혹부리 할아버지>처럼, 어린이 여러분도 ‘착한 혹부리 할아버지’처럼 심술을 부리지 않고 착하게 살다 보면 언젠가는 큰 복을 얻게 될 수 있을 것이랍니다."
488,"옛날 어느 산골에 한 젊은이가 혼자 살고 있었습니다. 젊은이는 어느 날, 농사를 짓고 돌아오는 길에 ‘이 농사를 지어서 누구와 먹고 살지’하고 중얼거렸습니다","  작은 약속도 지키며, 착하고 정직하게 살다 보면 어린이 여러분의 주변에도 좋은 사람들과 행복이 잔뜩 나타날 것이랍니다."
489,옛날 어느 마을에 사이 좋은 형제가 살았습니다. 형제는 기쁜 일도 슬픈 일도 언제나 함께 했습니다, 형제는 오래오래 우애를 나누며 사이 좋게 살았답니다.
490,옛날 옛적 어느 마을에 마음씨 착한 할머니와 할아버지가 살고 있었습니다. 할머니와 할아버지는 자식이 없어 개와 고양이를 가족처럼 키우며 살고 있었습니다," 할머니와 할아버지는 푸른 구슬을 가지고 돌아온 고양이를 아주 예뻐하며 집안에서 키우게 되었고, 개는 그런 고양이를 마당에서 바라보며 부러워할 뿐이었습니다."
491,"옛날 깊은 바닷속에 살던 용왕님이 큰 병에 걸렸습니다. 용왕님의 병을 고치기 위해 바닷속에서 좋다는 것은 모두 구해 바쳐보았지만, 용왕님의 병은 점점 깊어져만 갔습니다"," 어린이 여러분도 이 두 가지 교훈과 함께, 지나친 욕심을 버리고 어려운 일이 있어도 지혜롭고 영리하게 헤쳐나가는 것이 어떨까요?."
492,"옛날 어느 마을에 아주 아주 게으른 게으름뱅이 남자가 살고 있었습니다. 먹고, 자고, 노는 것 밖에 할 줄 모르는 게으름뱅이는 심심해지면 일 하는 사람을 보며 놀리고, 비웃기 일쑤였습니다"," 매일 학교 가는 것이 귀찮고, 아빠의 잔소리가 싫게만 느껴지는 어린이들도 게으름뱅이처럼 소가 되지 않으려면, 더욱 열심히 공부하고 운동하며 씩씩하게 지내야겠지요?."
493,"옛날 옛적, 가난해서 장가를 못간 나무꾼이 있었습니다.   하루는 나무를 하러 산에 갔다가 사냥꾼에게 쫓기는 노루를 발견하고 노루를 숨겨주었습니다","   말에서 떨어진 나무꾼은 선녀와 아이들을 더 이상 보지 못하게 되었고, 하늘만 바라보다 죽은 나무꾼은 닭으로 환생하여 새벽녘만 되면 하늘을 보고 꼬끼오 하고 울었다고 합니다."
494,옛날 한 작은 마을에 착한 나무꾼이 살았습니다. 나무꾼은 가난했지만 착하고 정직한 성품을 가진 나무꾼 이였죠," 이 동화의 유래는 알 수 없지만 , 이야기들이 주는 교훈은 정직하게 살자 라는 메시지를 우리에게 안겨 줍니다."
495,옛날 한 마을에 심봉사 라고 불리는 장님에게 <인물42>이라는 착하고 이쁜 아들이 있었습니다. <인물42>이는 장님인 아버지를 위해 돈도 벌러 다니고 집안일도 해가며 아버지에게 효도하며 살아가고 있었습니다, 자신을 낳아주고 길러주신 아버지의 은혜를 갚고자 자여신의 생명을 건 <인물42>이를 보며 어린이 여러분들도 부모님께 효도하는 마음을 길러보고 부모님에 대해 생각해 보는 시간을 가졌으면 좋겠습니다.
496,옛날 한 선비가 과거를 보러 한양를 가기 위해 산을 오르다 구렁이에게 잡혀먹을 뻔한 새끼 까치를 발견했습니다. 그래서 선비는 새끼 까치를 구해주기 위해 구렁이를 죽였습니다, 우리 주변에 나를 도와줬던 사람들에게 작은 은혜라도 갚기 위해 한번 곰곰히 생각해 보는게 어떨까요?.
497,"<인물17>전은 작자·연대 미상의 고전소설입니다. 조선 후기 소설로 <인물43>전,박<인물43>전,<인물18>전,<인물43>가 등으로 불려집니다", <인물18>처럼 너무 욕심을 부려서 재물을 탐내기 보다는 <인물17>처럼 용서하고 베푸는 마음을 가질 수 있도록 노력하고 착하게 살면 <인물17>처럼 언젠간 행운의 제비가 찾아오겠죠?.
498,법이 생긴 원숭이 마을 아기 원숭이 <인물45>네 마을은 아주 평화로운 곳이었어요. 원숭이들은 함께 바나나도 따고 농사도 지었죠, 왜냐하면 법이 생기기 전보다 훨씬 평화로워졌으니까요.
499,4월의 친구 화창한 4월의 봄이에요. 할머니와 은교가 함께 나들이를 가요, 학생과 시민의 희생으로 피운 꽃 민주주의 소중하고 감사한 마음으로 앞으로도 잘 지켜나가야 할 것입니다.
500,옛날 한 처녀가 한 처녀를 짝사랑했어. 그래서 장가 좀 보내 달라고 어머니를 졸랐지, 시르릉 시르릉 삐쭉삐쭉 빼쭉빼쭉 할라뿡 뿡뿡~ 얼굴이 파래진 아가씨있는 또 울며불며 쓰러졌지 그제야 진사 어른이 달려 나와 처녀한테 매달렸어 아이고 아이고 잘못했네 내가 잘못했네 자네가 우리 딸 병만 고쳐주면 꼭 내 사위를 삼을 것이야 그래서 어떻게 되었냐고 처녀는 짝사랑하던 아가씨한테 장가들어 아들 낳고 딸 낳고 오래오래 행복하게 잘 살았대 요상한 소리를 내는 아가씨 병이야 벌써 고쳐주었지 깃털세계를 몽땅 뽑아던져버렸거든 진사 어른도 점점 사위를 귀히 여겼대 내 딸고쳐주고 아껴주는 마음이 지극하니 장인한테는 그런 사위야 말로 진국이었지.
501,옛날 어느 땅속 마을에 두더지 부부가 살았어. 평생 자식 하나 없이 외롭게 살다가 늘그막에 딸을 하나 낳았지," 둘은 새끼 두더지를 많이 낳고, 오순도순 행복하게 잘 살았대."
502,"줄줄이 꿴 호랑이 옛날 어느 마을에 기름 장수가 살았어. 기름 사세요, 고소한 기름 사세요", 강아지에 기름을 묻혀서 호랑이를 일곱 마리나 잡았네요.
503,개와 고양이 옛날 옛적 어떤 할아버지가 개와 고양이를 데리고 살았어. 할아버지는 가난해서 살기가 참 어려웠지," 그때부터 고양이는 집 안에서 기르고, 개는 집 밖에서 살게 됐다는 이야기야."
504,나는 비행기 조종사란다. 여러 나라를 다니며 많은 사람을 만났지,.
505,"호랑이 뱃속에서 만난 사람들 아주 오랜 옛날 깊은 산속에 몸집은 산 만하고 울음소리는 천둥같고 하룻 밤 사이에 천리를 달리는 무지무지하게 커다란 호랑이가 살았어요. 어느날 저녁, 강원도 소금장수가 금강산을 넘다가 아주 커다란 동굴을 보았죠"," 먼데서 오시느라 고생들 많이 하셨네! 사람들은 두 사람을 잘 대접해 주고, 새 옷을 주어 고향 으로 보내줬답니다."
506,<인물47>랑 <인물48>는 어렸을 때부터 단짝이야. 어찌나 사이가 좋은지 싸우는 법은 절대 없고 서로 눈만 봐도 든든하고 흐뭇했지, 그 후로도 <인물47>랑 <인물48>는 평생 좋은 친구로 오래오래 사이좋게 잘 살았더란다.
507,은혜 갚은 개구리 어느 산골에 가난한 농부가 살았단다. 어찌나 부지런한 하던지 온종일 논에서 살다시피 했지, 그 많은 개구리는 다 어찌 되었냐고? 천지 사방 들판에서 뛰어오느라 살판났지 뭐.
508,어린이 여러분 안녕하세요? 우리 친구들은 무서워하는게 있나요? 호랑이? 귀신? 도깨비? 아마 숲속에서 호랑이를 만난다면 정말정말 무서울 거예요. 그런데 그 무서운 호랑이도 무서워 하는게 있대요, 안녕 .
509,옛날 옛적 한 가난한 농사꾼 내외가 늙도록 아기를 못 낳았어. 그래서 아기 낳게 해 달라고 삼신 할아버지께 빌었지, 그럼 정승 아들은 어떻게 되었을까? <인물4>와 정승아들은 부모님을 모시고 농사를 지으면서 아들 딸 많이 낳고 깨가 쏟아지게 잘 살았더란다.
510,나는 내 단풍 나무의 작은 잎을 지금까지 간직하고 있어요. 그래서 여러분에게 보여줄 수가 있죠, 그때 내 단풍나무는 제일 멋있기 때문이에요.
511,메추라기와 여우 옛날 옛날에 꾀 많은 메추라기가 살았대. 그런데 어느날 배고픈 여우한테 붙잡히고 말았지 뭐야, 그래서 제법 예뻤던 메추라기 꽁지가 뭉툭해진 거란다.
512,옛날 마음씨 고운 할머니와 할아버지가 살았단다. 할머니는 목수라서 산에 가서 나무를 베고 할아버지는 집에서 밥도 하고 빨래도 하고 그랬지, 구두쇠 영감은 방귀를 팔아 부자가 데려다가 톡톡히 망신만 당하고 말았단다.
513,<인물9>은 동화의 섬 네버랜드에서 살아요. 집 잃은 아이들과 반짝반짝 빛나는 요정 <인물10>과 함께 말이죠, 둘은 그곳에서 언제까지나 아이로 살고 있죠.
514,우리 아빠 우리 엄마는 대단해요. 아무것도 무서워하지 않아요,.
515,말썽꾸러기 음식은 싫어요. 모두들 준비하세요," 과자 너, 메롱~ 딸기사탕, 네 속에 딸기 없지? 말썽꾸러기 음식은 이제 싫다고!."
516,"<인물15>와 <인물14> 아주 오랜 옛날, 하늘나라 임금님에게는 <인물14> 라고 하는 예쁜 아들이 있었어요. <인물14>는 마음씨가 곱고 얼굴도 예뻤기 때문에 하늘 나라 선녀들은 모두 <인물14>를 좋아했죠", <인물15>와 <인물14>가 머리를 밟고 지나갔기 때문이죠.
517,"연필 이겨라, 연필 화이팅! 못, 이겨라! 응원 소리가 요란하죠. 물체 나라에 운동회가 열렸답니다"," 이번 경주는, 뜀뛰기의 일인자 지우개의 우승이랍니다."
518,아주 아주 옛날 어느 산골에 할아버지 할아버지가 살았어요. 할머니가 나무를 해서 팔아 그날그날 먹고 살았지만 하루 두끼도 겨우 먹을 만큼 아주 가난했죠, 그 다음은 어떻게 되었을까요? 할머니는 부채와 함께 바다 속으로 풍덩 빠지고 말았답니다.
519,"옛날 옛날 어느 마을에 방귀쟁이 아줌마가 살았어요. 방귀쟁이 아줌마가 뿡뿡 방귀를 뀌었다하면, 방문이 덜컹덜컹~ 지붕이 들썩들썩~ 기둥이 흔들 흔들~ 부엌 그릇이 우당탕 깨져 버렸어요", 그래서 새우는 등이 휘고 가자미는 두 눈이 한쪽으로 쏠린 거였대요.
520,모두 꼭 맞아요 깊은 숲 속 마을에 마음씨 고운 여우 아줌마가 살았어요. 여우 아줌마는 뜨개질을 아주 좋아했죠,' 동물들은 모두 여우 아줌마에게 큰 절을 했답니다.
521,"옛날 어느 마을에 가난한 농사꾼이 살았어요. 어느날 이 농사꾼이 저녁을 지으려는데, 독 안에 곡식이 한 톨도 없지 뭐예요"," 여러분, 바닷물이 왜 <인물184>지 아세요? 아직도 맷<인물48> 바다 속에서 돌면서 소금을 만들어 내기 때문이랍니다."
522,개 플랜더스의 작은 마을에 '<인물49>' 라는 아이가 살았어요. <인물49>의 집은 몹시 가난했죠, 사랑하는 <인물53>가.
523,내 알이 아니야' 산골짜기에 초여름이 왔어요. 아기 도깨비들이 커다란 나무 아래에서 놀고 있어요, 그리고 알을 포근히 감싸안았답니다.
524,"야, 온다!' '쉿, 조용히 해!' '히히히!' '통통하게 살이 쪘는데!' '으~빨리 먹고 싶어!' '군침이 도는데.",' '돼지가 왜 이렇게 늦지?' 그럼 돼지는 무엇을 하고 있었을까요?.
525,"옛날에 어떤 농부가 있었는데, 장을 보고 돌아오는 길에 깊은 산 속에서 길을 잃고 헤매게 되었어. 그러다가 그만 날이 어두워지고 말았지", 또 호랑이는 꼬리에 토끼 꼬리가 붙어서 지금처럼 기다랗게 되었다고 하네.
526,하얀 눈 <인물16><인물16> 내리는 겨울에 사람들은 바쁘게 거리를 오가는데 오들오들 한 아이가 떨고 있었어요. 성냥 파는 가여운 아이였죠, 하지만 사람들은 아무도 알지 못했답니다 따뜻한 난로와 풍성한 식탁 아름다운 크리스마스 트리와 포근한 할머니 품이 남긴 아이의 마지막 행복을 말이죠.
527,코끼리 아저씨가 숲 속 마을로 신발을 팔러 왔어요. '신발 사세요! ' '예쁘고 튼튼한 신발입니다!' 코끼리 아저씨는 신발 보따리를 메고서 소리쳤어요, 말도 좋아서 싱글벙글 웃었어요.
528,"옛날 어느 마을에 가난한 홀어머니와 바보 딸이 살았대. 딸은 마음씨는 참 고운데, 아~ 딱 하나, 말귀가 어두워서 어리벙벙 어수룩했지"," '아이고! 내 딸이 최고다!' 엄마 말을 잘 못 알아듣고 바보처럼 행동했던 딸이 결국은 늘 즐거운 마음으로 열심히 일하고, 또 진심으로 부모님을 사랑하는 그 마음 때문에 <인물111>에게 큰 상을 받았어요."
529,봄이에요. 엄마 개구리가 논에다가  999개의 알을 낳았습니다," '개골개골, 개골개골' 아! 누나도 얼마 전에 어엿한 개구리가 되었답니다."
530,난 안 먹을래' 아기 도깨비는 밥을 먹을 때마다 투정을 부렸어요. '또 밥이야? 나 안 먹을꺼야!' '밥이 제일 맛있는 거야," '아, 아빠가 차려준 밥이 제일 맛있구나!'."
531,옛날에 <인물17>와 <인물18>라는 형제가 살았어요. 형 <인물18>는 뭐든지 마음대로 하는 심술쟁이 에다가 욕심꾸러기였죠,' 그래서 <인물17>와 <인물18>는 의좋게 같이 행복하게 살았답니다.
532,"알록달록 무지개 주스' '딩동!' 살랑살랑 바람이 시원한 토요일 아침, 꼬마 하마 <인물19>네 집에 누가 왔을까요? 택배 왔습니다! '어? 뭘까? 누가 보냈지?' 두근두근 설레는 마음으로 상자를 열었더니, 집안 가득 할머니의 시골 냄새가 퍼졌어요. '와~ 오렌지다! 정말 많은데!' '사랑하는 <인물19>에게, 맛있게 먹으렴", 할머니가 기뻐하시겠죠?.
533,어느 무더운 여름 날이었어. 가만히 있어도 땀이 뻘뻘 그늘에 앉아도 숨이 턱턱 가끔씩 부는 바람은 뜨거운 입김만 뱉어냈지,' 베짱이는 부끄러워 어쩔줄 몰랐지.
534,오월 단오날이에요. 도깨비 할머니는 뒷동산에 올라갔어요, 작은 동물 친구들이 자기를 잡아 먹으려는 힘센 동물들을 피해서 자기 몸을 아주 잘 지켰지요.
535,바닷속 깊은 곳에 용왕님이 다스리는 나라가 있었어요. 1년 내내 고운 꽃이 피어나고 아름다운 음악이 끊이지 않는 행복한 나라였죠, 자라는 바닷가에 주저앉아 엉엉 울고 말았답니다.
536,"마녀 <인물20>는 숲 속  까만 집에서 살았어요. 밖도 까맣고, 안도 까만 집이었어요", 이제는 고양이 <인물21>가 어디에 있든 마녀 <인물20>는 <인물21>를 알아볼 수 있게 되었답니다.
537,<인물22> 할머니는 가족이 없어서 외로웠어요. 어느날 할머니가 통나무를 다듬기 시작했죠," 차라락~ 사라락~ 우와, 내가 진짜 아이가 되었어! <인물23>와 <인물22> 할머니는 오래오래 행복하게 살았답니다."
538,간 밤에 큰물이 졌어요. 벌레들이 살던 보금자리가 많이 망가졌답니다, 슈웅~<인물24>는 힘차게 날아올랐답니다.
539,옛날 어느 마을에 마음씨가 곱고 예쁜 <인물25> 라는 소년이 살았어요. 어머니는 <인물25>가 어릴 때 세상을 떠나고 말았죠, <인물25>도 <인물111>과 함께 행복하게 살았답니다.
540,"너무 큰 목소리로 말할 순 없지만 나는 도둑이에요. 밤이 되면, 자루를 매고 부리나케 집을 나가는 수상한 도둑이랍니다"," 그렇지 않으면, 내가 가서 다 먹어 버릴 거예요."
541,옛날 어느 마을에 난쟁이 도깨비들이 살고 있었어요. 이 마을에는 커다란 탱자나무가 있었어요, 잠에서 깨어나 호랑나비 됐지!.
542,"청개구리야, 왜 울어? 옛날에 엄마 말을 무척 안 듣는 청개구리가 있었어. 이 청개구리는 아빠가 하라는 건 뭐든지 거꾸로 하는 거야", 엄마 무덤이 걱정돼서 우는거래.
543,"햇살이 반짝반짝 비치고, 바람이 살랑살랑 부는 날이었어. '오, 순무를 심기 딱 좋은 날인걸"," '커다란 순무로 무슨 요리를 할까?' '야, 커다란 순무 파이야!' 순무로 만든 맛있는 파이를 다 함께 나눠 먹었대."
544,캄캄한 밤중입니다. 깊은 산 속 어느 외딴 집에 오누이가 엄마를 기다리고 있었어요, 해님과 달님 은 사이좋게 하늘을 지켰답니다.
545,"아기도깨비 <인물28>가 동물을 찾아서 벌레 마을에 놀러 갔어요. 나는야 <인물28>, 뿔 난도깨비 나 하고 놀 벌레는 여기여기 붙어라! <인물28>는 신나게 노래를 부르면서 길을 걸었어요", 우리랑 놀려면 뿔이 나야지!.
546,옛날 옛날에 마음 착한 나무꾼이 늙으신 부모님을 모시고 살고 있었어요. 나무꾼은 아주 가난해서 가진 거라곤 오래된 쇠도끼 한자루 뿐이었죠,' 그리하여 욕심쟁이 나무꾼은 쇠도끼만 잃고 빈 손으로 터덜터덜 집으로 돌아갔답니다.
547,농부 아저씨네 집에 여러 동물들이 살았어요. 꼬끼오~ 새벽에 닭이 목을 길게 빼고 울었어요," 얘들아, 나도 쓸모가 있어! 돼지가 배를 탕탕 두<인물132>면서 말했어요."
548,"양지바른 들판에 노란 민들레가 피었어요. '저 민들레 좀 봐, 참 곱지? '그래, 정말 곱구나!' 나뭇가지에서 참새들이 짹짹거렸어요", 꿀벌들도 다시 날아왔어요.
549,옛날 옛날 한 나무꾼이 산에 나무를 하러 갔어. 한참 나무를 하는데 후두둑 후두둑 비가 쏟아지네, 잘못했어요!' 나무꾼은 집까지 엉금엉금 기어갔다지 뭐야.
550,"개미 마을에 여왕개미가 태어났어요. 와, 만세! 만세! 개미들은 기뻐서 덩실덩실 춤을 췄어요", 잠자리는 포르르륵~ 개미는 영차영차 쇠똥구리는 오물오물 벼룩은 톡톡 벌은 붕붕 사마귀는 빙글빙글 소금쟁이는 사뿐사뿐 벌레 마을은 온통 떠들썩해졌어요.
551,산골에 홀로 사는 할아버지가 팥밭을 매고 있었어. 날마다 밭을 매도 끝도 한도 없었지, 할아버지는 해마다 팥죽을 나눠 먹으며 오래오래 행복하게 잘 살았대.
552,"눈이 펄펄 내리는 크리스마스 전날 밤 <인물29>와 <인물30>는 부러운 듯 창밖을 내다 보고 있었어. 오빠, 저 집에서는 파티를 하나봐", 네 곁으로 파랑새가 날아갔을지도 모르니까.
553,알을 어디에 숨기지? 엄마 물자라가 알을 낳을 때가 되었어요. '알을 어디에 낳아야 좋을까요?' 엄마 물자라가 걱정스럽게 물었어요, 그래서 다 자란 새끼들도 가끔씩 업어주었대요.
554,단추 먼저 이야기의 주인공들을 볼까요? 이것은 단추입니다. 그리고 이 사람은 단추 주인이구요, 단추는 결국 돌아 돌아 제자리로 돌아왔답니다.
555,옛날에 일곱 명의 아기 염소들을 키우는 엄마 염소 한 명이 살고 있었어요. 모든 엄마들처럼 그녀도 자여신의 새끼들을 무척이나 사랑했더랍니다, “만세! 늑대가 죽었다! 늑대가 죽었어!” 새끼 염소들은 너무 기뻐서 엄마 염소와 함께 우물가 주변을 둥글게 돌며 춤을 추었답니다.
556,옛날 옛날에 병에 걸리신 늙은 여왕이 혼자 생각했어요. ‘병이 중해 죽을 때까지 누워만 있을 거 같군, “이번엔 꽤 괜찮은 흥정을 했는걸!” .
